datetime,sma2_BTCUSDT,sma2_ETHUSDT,sma5_BTCUSDT,sma5_ETHUSDT,sma10_BTCUSDT,sma10_ETHUSDT,rsi14_BTCUSDT,rsi14_ETHUSDT,volume_BTCUSDT,volume_ETHUSDT,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,12pm,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
2023-11-25 00:20:00,0.865969713965228,0.8859540854110115,0.8778413121955992,0.8920759842598329,0.8730184207438683,0.8880381904058723,0.4676697991290628,0.45113295533503217,0.000649961973874209,4.8409505690537395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:21:00,0.8514458777341574,0.8667983214021255,0.8739604505927332,0.886702754529292,0.8740293323946986,0.8876842009446442,0.42727884149881845,0.44954429153305786,0.012974112081586981,0.002468884790217407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:22:00,0.846636006730229,0.8716860034559382,0.8710765244728336,0.8846053971995289,0.8742837029215096,0.8876336310216146,0.42727884149881845,0.5056315190900091,0.0,0.00014038756650255844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:23:00,0.8520695457094831,0.8745001234263192,0.8677061085793554,0.8815891976110102,0.8756747624076056,0.8863086990381603,0.4847026077613361,0.4848680060447783,5.02547917943976e-06,0.00011134186308823602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:24:00,0.8575030846887302,0.8749938286842784,0.8639726681199988,0.8760961188901959,0.8760042238648325,0.8855703781618871,0.4847026077613361,0.515419601052568,0.0,0.0001355466159335047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:25:00,0.8649242849130729,0.886250308565792,0.8672767444988878,0.8817090466012836,0.8782522585943937,0.8859951655153608,0.5590697950087145,0.5980248817562324,0.0007437709185570846,0.0011473052848657362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:26:00,0.8750914189568135,0.8867440138237512,0.8736840359486351,0.8841659509018633,0.8795391294145247,0.8845185237628108,0.5842666677040144,0.521161264420382,0.0008677327383165986,0.00022268372617647203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:27:00,0.8754548513740872,0.8761293507775854,0.8791128195583582,0.8835067814553632,0.8808353866009639,0.8831227938871073,0.5563056523508313,0.49844786068433977,0.005141065200566874,0.00021784277560741826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:28:00,0.8709949523275426,0.8736608244877822,0.881456815740151,0.8838263787627589,0.8803125659978974,0.881757405965228,0.5319336172365904,0.4999966477956338,0.008161378187410171,0.00047925410633632026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:29:00,0.8748177229388645,0.8742039002715423,0.8862240469683726,0.8831871841479746,0.8808391411474901,0.8786524126910287,0.5912793789801224,0.5044007697508375,0.1786273071137333,0.00012586471479539722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:30:00,0.8838137969713884,0.8767217970871428,0.8892148534173074,0.8799712362423335,0.8840455238765657,0.8798660908438087,0.6200321902591656,0.5286843570319671,0.0022430388737566132,0.00026625228129795566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:31:00,0.8855726303982081,0.8789928412737638,0.8905287443588321,0.880051135569186,0.8879784113575084,0.8811505668888415,0.6021364487604786,0.5304297668971777,0.007623651915210116,0.0011376233837276288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:32:00,0.8810947840717915,0.8842261170081507,0.891531208134694,0.8832471086431113,0.8912542531972321,0.8824350429338637,0.5603941260189826,0.5882869453543067,0.0006466116544212491,0.0006825740302365773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:33:00,0.8870039259674698,0.8894100222167403,0.8971037273593296,0.8864231068853279,0.8952866361609821,0.8842049902400042,0.6474524739507496,0.5893726154594912,0.005486148104221739,0.01004497243078651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:34:00,0.8952776219854215,0.8894593927425376,0.8999342133147081,0.8894193316421344,0.8991566349876834,0.8853984404235753,0.6367826733110719,0.5886842107088556,0.00017086629210095187,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:35:00,0.8943578238923138,0.8893606516909429,0.9014342234499111,0.8915366638036062,0.9014440924557121,0.8848421712702184,0.6346914713501927,0.5879445908312889,0.0018477011783073517,0.009677060187538425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:36:00,0.8942142456533944,0.8892619106393518,0.9034833773446778,0.8935740966382326,0.9031571043059969,0.8859142536385036,0.6346914713501927,0.5871500866798309,0.003707128474700063,0.01935412037507685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:37:00,0.8942142456533944,0.8884719822266121,0.9068224662451598,0.893254499330844,0.9053685322069711,0.8873706674218447,0.6346914713501927,0.5745978376038159,0.031551633448249294,0.16165870330298057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:38:00,0.8896556365675892,0.8853616391014612,0.9045724510423554,0.8919361604378473,0.9070608940513907,0.8883112679902503,0.5599165553679707,0.535056111502228,0.004487752907239706,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:39:00,0.8889153112731378,0.8814613675635634,0.9042094264764629,0.8900185765934907,0.9083177284993553,0.8888574231589992,0.6068675972392105,0.5105211318466453,0.0023552745754307674,3.3886653983376175e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:40:00,0.8848412787436857,0.8746482350037077,0.900663947975076,0.8859836605876588,0.9072758418397342,0.8878864806367766,0.4936677283547152,0.4356696520275009,0.00010050958358879519,0.0010117586689322314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:41:00,0.8769489624228797,0.8689706245371553,0.897118469473682,0.8818089207598412,0.9065136688959257,0.8868042842838761,0.4936677283547152,0.4305523132516042,0.015310959900026469,2.4204752845268697e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:42:00,0.8889601794727966,0.8586028141199726,0.8985060709869543,0.8738988874018716,0.908921271852634,0.8826373226259925,0.6313812645656468,0.3251853986658822,0.0,0.0019024935736381198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:43:00,0.9009803701626495,0.848629967909158,0.9017696065513974,0.8669476459660856,0.9094375219992941,0.8784501329988998,0.6314687924090409,0.3251853986658822,0.0011441340931857855,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:44:00,0.9035019629837322,0.8582572204394019,0.9044968977063093,0.864510716497211,0.910641792795964,0.876245284354674,0.6565788035474805,0.4870990882465017,0.0007169683629334058,4.8409505690537395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:45:00,0.9060459899046549,0.8678844729696422,0.9104785106041859,0.8642110940215346,0.911882670421214,0.8740505496950597,0.6569002360148222,0.4870990882465017,0.0020487203454849423,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:46:00,0.9078586651710623,0.8678844729696422,0.9171917009267148,0.864071270199549,0.9134961867886844,0.871865929020057,0.6757684102366993,0.4870990882465017,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:47:00,0.9090880538418418,0.8678844729696422,0.9187451512264531,0.8679663623833953,0.9149942508506399,0.8698330181141429,0.6654137994491274,0.4870990882465017,4.522931261495784e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:48:00,0.8989971957375218,0.8614169340903501,0.9163771991088296,0.8692447516129675,0.9154504282529601,0.8669606464858965,0.5112885456227816,0.4070571349565611,0.0045179057823163445,0.009280102240876019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:49:00,0.8923477285473922,0.8549493952110616,0.9141640391919097,0.8666280486586935,0.9157123078728091,0.8644018083804461,0.5485762324031959,0.4070571349565611,0.0004439173275171788,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:50:00,0.8952372406057165,0.8549493952110616,0.9119379799249288,0.8640113457044123,0.9176252493253543,0.8629251666278961,0.5485762324031959,0.40705713495656126,5.86305904267972e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:51:00,0.8879820527201332,0.8579116267588311,0.9060005933701021,0.8625931326528615,0.9180204153467102,0.8621362758285898,0.4477372300726359,0.4648941396052757,0.0004908217998586165,0.10100643362330627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:52:00,0.8773348289399863,0.8608738583065936,0.8988967370172531,0.8611749196013037,0.9151932418162616,0.8633904099197984,0.4073041449902072,0.46489413960527565,0.001867803095025111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:53:00,0.8711205832865971,0.8529252036534238,0.8945514988123406,0.8591574615983895,0.9117737885720985,0.8630161924893578,0.37549013945081056,0.36557048893355854,8.710830577695583e-05,0.003872760455242992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:54:00,0.868159282108806,0.8398420143174548,0.8889623947090541,0.8550626210974173,0.9077996010794251,0.8596178936615679,0.37390367149819415,0.31750467762715306,8.878346550343576e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:55:00,0.8679663488502598,0.834707479634659,0.8833511774342426,0.8509677805964486,0.9038075794907883,0.8562195948337781,0.373245166735782,0.31750467762715306,0.002960007236690019,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:56:00,0.8628468872686526,0.8336706985929432,0.8786392291348335,0.8452549787268033,0.8983831984043178,0.8526089023292549,0.3141992826477903,0.3079337994844307,0.00022279624362182937,0.09179410469039702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:57:00,0.8541783510936654,0.8295235744260694,0.8738406709136157,0.838283762459298,0.8923205444092446,0.8483610287945176,0.2773392977605602,0.2804166268512375,0.002710408437444511,0.03542607626433527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:58:00,0.8531329220415032,0.820192545050606,0.8712515870807422,0.8320116653017173,0.8887884547694469,0.8441637251828134,0.32775780337745486,0.23445394897827965,0.0,0.06589986009652855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 00:59:00,0.8584901850813225,0.8116514440878824,0.8698695138603512,0.8268781335517232,0.885237592397047,0.8394910642945987,0.3801907202811383,0.21972791131355499,0.00015746501428911248,0.00010650091251918227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:00:00,0.864610207515426,0.8222167366082438,0.8698731993889339,0.8269580328785722,0.8823813211310636,0.8374581533886918,0.43815978613958195,0.447665784994205,0.05426177386013757,2.9045703414322436e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:01:00,0.8651665731912459,0.8351024438410306,0.8708222230002747,0.8274574036713744,0.8804646251319994,0.8348184034063877,0.40125890403773323,0.447665784994205,0.07792508015639292,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:02:00,0.8652383623107127,0.8351024438410306,0.8744156133733085,0.8292151888620296,0.8798507567757881,0.8321786534240871,0.4501549900554386,0.447665784994205,0.10312115760237739,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:03:00,0.8681144139091401,0.8383115280177726,0.8769752129774773,0.8347881669096964,0.8798357385896978,0.8318246639628626,0.4508551681128333,0.49639875392263144,0.0015176947121908076,0.5407293376127337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:04:00,0.8701514301738698,0.8475438163416484,0.8792049577730481,0.8437368915166878,0.8802675114396337,0.8337564350227069,0.4862163049073711,0.575705523367391,0.00034340774392838363,3.872760455242992e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:05:00,0.8723679192372416,0.8573191804492737,0.8801613524415686,0.8489902722569589,0.8807565411240148,0.836456868912645,0.4901736090464214,0.6182515571183539,0.0007203186823863656,2.9045703414322436e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:06:00,0.8789680314077373,0.86497161194767,0.8848733007409706,0.8558216647024786,0.8836400328522771,0.8401687012632344,0.5937974305324644,0.6584303508515492,0.0008526563007782793,0.0049522924321419755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:07:00,0.8852316320807603,0.8683781782275979,0.8883727101350161,0.8624533088308688,0.887252845242287,0.8444165747979753,0.5915183834556373,0.650882837978265,0.00029817843131342575,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:08:00,0.8779764441951841,0.8678844729696422,0.8889236966588783,0.8677865888979852,0.8888372638742297,0.8499388103931267,0.4670837214663385,0.6508828379782648,0.0011458092529122654,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:09:00,0.871694896242289,0.8678844729696422,0.8890066210521042,0.8706829394962377,0.8900152528452452,0.8559364032647956,0.48167240081031437,0.650882837978265,5.86305904267972e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:10:00,0.8750914189568135,0.8714391508269621,0.8900422545852535,0.8734993907676305,0.8910299190425874,0.8600224530458256,0.5243253430153827,0.6921851058601907,0.0018326247407690326,2.9045703414322436e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:11:00,0.881489624228827,0.8774623549740816,0.8900422545852535,0.8757365719193793,0.8934300129062507,0.8646142020571865,0.5834825691252467,0.7184727032896953,0.0,0.00019847897333120335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:12:00,0.8853348289399889,0.8814613675635634,0.8900846381640193,0.878792721171326,0.8952340725096875,0.8695194845913434,0.5832237336247657,0.7342353533909189,0.0003266561466635844,0.39618823552192717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:13:00,0.8847066741447023,0.8898049864231083,0.8928064010260499,0.8846053971995325,0.8969010911650841,0.8751630880017771,0.5707173410521742,0.7948558695331625,2.1777076444238958e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:14:00,0.8847291082445281,0.8912861021969896,0.895437868437682,0.888260791402832,0.8982837029215105,0.8784804749527169,0.5816055930066059,0.6961619690682669,0.001356879378448735,0.08528302617501973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:15:00,0.8746517106001122,0.8859047148852142,0.8926258101252529,0.8904580228911563,0.8973788572099082,0.8810190850889477,0.39696965753490354,0.695298171836681,0.0009096117314785966,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:16:00,0.867899046550761,0.877363613922487,0.8898561353915682,0.888220841739404,0.8959680863545785,0.8810190850889477,0.4661254490711414,0.5646937137155613,0.0009481404051876347,0.050568569644335364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:17:00,0.8650229949523265,0.8584053320167904,0.8842836161669396,0.8811297764816324,0.8931512378270483,0.8789760601984327,0.37696580944348257,0.4506721876184304,0.00039031221626982136,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:18:00,0.8663825014021285,0.8479387805480165,0.8823302860154385,0.871282184447594,0.8935426493018923,0.8769330353079212,0.49941961479327324,0.45067218761843053,0.0009196626898374761,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:19:00,0.8744946719012887,0.8594914835843035,0.8800802708126412,0.8682659848590788,0.8937369470843564,0.8772566828153288,0.4982776788378105,0.5814271206692702,0.006938511587079829,5.325045625959114e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:20:00,0.8764554122265835,0.8710441866205869,0.883071077261576,0.8652697601022723,0.8938279948375012,0.876852123431064,0.526800314631729,0.5814271206692702,0.001361904857628175,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:21:00,0.8855995513180019,0.8710441866205869,0.8873499759519206,0.8657092063999379,0.8945967382377162,0.8759418648164825,0.6143743641502885,0.5814271206692702,0.004961823109833523,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:22:00,0.8926887268648329,0.8710441866205869,0.8944335618975288,0.8703833170205542,0.8953664202745557,0.8747180726790944,0.6142290131527186,0.5814271206692702,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:23:00,0.8857835109366263,0.8710441866205869,0.8953180887585859,0.8750574276411704,0.8948220110289782,0.8720985506660064,0.5104012200940928,0.5814271206692702,0.0012094653225185022,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:24:00,0.8695591699383058,0.8710441866205869,0.89240652117428,0.8750574276411704,0.8921928898275269,0.8705713389904233,0.4015204539905348,0.5814271206692702,0.0010151467942468317,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:25:00,0.8672978126752682,0.8691187361145403,0.8915570068348089,0.8742784092044005,0.8932835855919237,0.8686597958997879,0.4908046572258026,0.5517393769475046,0.0016232297749590426,0.00860721011177755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:26:00,0.8712865956253495,0.8662058750925716,0.8865281030768557,0.8730998941333894,0.892901560483395,0.8682855784693437,0.457093780855633,0.5365679460723141,0.00015411469483615265,2.4204752845268697e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:27:00,0.8629052159282153,0.8681806961244192,0.8793247374521513,0.8731198689651016,0.8928405491024236,0.8706623648518814,0.40316115326196755,0.5814693576407961,0.00027137587568974703,0.0029045703414322436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:28:00,0.8683118339876614,0.8711429276721816,0.8793523789165576,0.8731398437968139,0.8933051742344205,0.8730391512344085,0.5248561935492208,0.5814693576407961,0.0007102677240274861,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:29:00,0.8786898485698273,0.8741051592199476,0.8830747627901658,0.874358308531253,0.893718174351747,0.8736561042954101,0.5212295478791202,0.6254012801632912,6.365606960623697e-05,5.809140682864487e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:30:00,0.8783578238923155,0.8770673907677136,0.8838947929009322,0.8763557917024549,0.893703156165671,0.8742730573564081,0.5212295478791203,0.6254012801632912,0.00441572103900107,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:31:00,0.8810185081323638,0.8770673907677136,0.8870717185435453,0.8787527715079015,0.8927598263522256,0.8748900104174027,0.5513313557683622,0.6254012801632912,7.53821876915964e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:32:00,0.8843252944475637,0.8822019254505093,0.8926921496398279,0.8820286439086757,0.8919535374868062,0.876558817877477,0.5587336135599975,0.6991216531863427,0.0,0.09874086875698912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:33:00,0.8868154795288845,0.8799802517896858,0.8946712784914439,0.8823282663843592,0.8929757127771865,0.8767206416311879,0.5803815107701014,0.5613050561330968,0.0011039302597502674,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25 01:34:00,0.8872776219854188,0.8804245865218512,0.8962192004982867,0.8845854223678167,0.8956602135398413,0.8784804749527169,0.5595488859150464,0.6589364319963698,0.0004673695636878977,0.00059543691999361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
