,sma2_BTCUSDT,sma5_BTCUSDT,sma10_BTCUSDT,rsi14_BTCUSDT,volume_BTCUSDT,price
2023-11-28 00:32:00,0.29152440782385725,0.2785104471077382,0.27439811509021084,0.8277256151998783,0.0005554560384393643,37280.26
2023-11-28 00:33:00,0.29215793387050226,0.28146187559606517,0.2759564684456741,0.6803926989224083,0.0010085516145104988,37280.54
2023-11-28 00:34:00,0.28561402710125705,0.2831580284825108,0.2773706159682412,0.6817568830131063,0.002527400239944966,37293.33
2023-11-28 00:35:00,0.29057222196931676,0.2869223244642498,0.2795197480584548,0.7413744756437383,0.004639337426748295,37280.26
2023-11-28 00:36:00,0.2904660020333516,0.287177972056341,0.2807028561283218,0.6418628882011311,0.22352664909478734,37281.41
2023-11-28 00:37:00,0.28594406761657964,0.2846704825003883,0.28211545305053676,0.6477579254118969,0.0012132725392469581,37290.23
2023-11-28 00:38:00,0.28972625605074853,0.28619671393340695,0.28438320606781176,0.6922535162885906,0.03497717211159097,37308.43
2023-11-28 00:39:00,0.29997647987132225,0.290466181803712,0.28740455085698,0.7702199292166636,0.017175483465022075,37314.32
2023-11-28 00:40:00,0.30911518793341486,0.29367938117975,0.2909383690630385,0.7923066055392026,0.010195403112059118,37323.87
2023-11-28 00:41:00,0.3149724586880325,0.30035530422829027,0.2944489282638081,0.8261481991712066,0.002420523874825197,37311.19
2023-11-28 00:42:00,0.313785071546711,0.3049140978165852,0.2954878305007753,0.7248380915101345,0.028554053097984554,37322.37
2023-11-28 00:43:00,0.3132160361754721,0.3098341658464001,0.29875261954547483,0.7684507343320879,0.001950869988665084,37324.97
2023-11-28 00:44:00,0.3184435744525871,0.3123661485848288,0.30219727823120124,0.7782119444676032,9.934986053387003e-05,37334.29
2023-11-28 00:45:00,0.32296550886936615,0.3154232039225846,0.3053729077555616,0.8122894716419662,0.0954165092372791,37318.75
2023-11-28 00:46:00,0.3206059088632962,0.3146394220833564,0.3083570381362364,0.6926007038975274,0.0012614421685967134,37317.46
2023-11-28 00:47:00,0.3142213319979916,0.3155992486716279,0.31115199527377513,0.6832852363568045,0.002876630052730691,37324.57
2023-11-28 00:48:00,0.31642918923840213,0.3159360299306684,0.3138143760810621,0.7155055158155157,0.004616757912990597,37304.31
2023-11-28 00:49:00,0.31144064581721054,0.31277334774349086,0.3134949524081989,0.5769303393860247,0.004798899323969358,37298.43
2023-11-28 00:50:00,0.30152425608108757,0.30728381322111176,0.31226300042719046,0.5419670188501476,0.001035647031019736,37282.54
2023-11-28 00:51:00,0.2932656560598481,0.30174069986207286,0.3090586847962875,0.4563253660962967,0.06940039348565975,37278.58
2023-11-28 00:52:00,0.28573542131378815,0.29578885652046694,0.30653043091959375,0.43667068991362035,2.4084814674877585e-05,37291.57
2023-11-28 00:53:00,0.2891610142486414,0.2907371376348422,0.30414250637490525,0.5138776140569583,0.0044632172194382525,37283.73
2023-11-28 00:54:00,0.2911147023565661,0.28758670203890446,0.3009451684455904,0.472153161572595,0.0015835765648732011,37280.26
2023-11-28 00:55:00,0.2868241756574257,0.2848051950040045,0.29675622159009407,0.4539705412356291,0.00010085516145104989,37284.22
2023-11-28 00:56:00,0.2870100605453665,0.2850623734200006,0.2940791100794442,0.4793932783789129,0.0002303110403285169,37284.96
2023-11-28 00:57:00,0.28879303804190926,0.28603903907121975,0.29155938450469776,0.48430858782269526,0.03658784409297341,37280.17
2023-11-28 00:58:00,0.2872566425395675,0.28429389981982567,0.28811705171949953,0.45497813373448037,0.014633030215905313,37270.08
2023-11-28 00:59:00,0.2816118116568802,0.2822043251898627,0.28546319921415986,0.39711262676434345,0.009090512238849107,37265.45
2023-11-28 01:00:00,0.2760276778804567,0.2799371749869515,0.28290625923091994,0.37221646740909986,0.0007797458750991617,37263.9
2023-11-28 01:01:00,0.27368325215095624,0.2768265408125288,0.2814610997012785,0.3637553030410684,0.03476341938135143,37268.49
2023-11-28 01:02:00,0.27483649716999636,0.2743052738414349,0.28067882182284265,0.4036312616241936,0.0846144698555965,37255.45
2023-11-28 01:03:00,0.27163093124535465,0.27052107714893125,0.27787843758407504,0.33075190445393887,0.0011319862897192464,37262.38
2023-11-28 01:04:00,0.2693130604998366,0.2693423427422843,0.27622317170650845,0.39006256368155123,0.05388074102953551,37252.57
2023-11-28 01:05:00,0.26822051258706026,0.2673706415529864,0.27407636551682657,0.33737122449734613,0.019692346598546785,37241.12
2023-11-28 01:06:00,0.26015538459203924,0.2638834246980011,0.2707348217546155,0.283426229200894,0.013776513994029979,37233.08
2023-11-28 01:07:00,0.25276171833508343,0.25846277725134215,0.26671256443713176,0.24949805972028685,7.526504585899244e-05,37235.3
2023-11-28 01:08:00,0.2505538610946729,0.25537816708330396,0.26323379254363033,0.27011164214043215,0.0006201839778780979,37237.13
2023-11-28 01:09:00,0.2520902565970147,0.2515128367238546,0.26067917846092215,0.2876957755419316,0.09341144841559554,37255.55
2023-11-28 01:10:00,0.25977223410873407,0.2519690222474651,0.2599116312858456,0.44371578475251405,0.15229129379108533,37249.22
2023-11-28 01:11:00,0.26435865920092283,0.25320898961030025,0.2587734906262291,0.4073098565709413,0.0009664031888294631,37243.61
2023-11-28 01:12:00,0.2598291376458626,0.25482094718197956,0.25684454378624366,0.3762905389097916,7.978094861053199e-05,37258.21
2023-11-28 01:13:00,0.2632395563041534,0.25832806474772596,0.25705852663504913,0.48517855228851503,0.014913016186500764,37257.02
2023-11-28 01:14:00,0.2683267325230254,0.26137287349423843,0.25664296574026224,0.47773306472071364,3.462192109513653e-05,37254.52
2023-11-28 01:15:00,0.26692690550977716,0.26121519863205833,0.256794149274743,0.4614838219718169,0.027078858199148303,37220.79
2023-11-28 01:16:00,0.2531828045097946,0.25686306627089195,0.2552179640152197,0.2916850774175578,0.0007029755283229894,37218.43
2023-11-28 01:17:00,0.23949181347779103,0.2530084516787774,0.25408214925614203,0.2824354153505886,0.10092289999232297,37212.92
2023-11-28 01:18:00,0.23650627456336082,0.24607535021423743,0.2523470274603561,0.26069139666961727,0.0014496047832441945,37224.96
2023-11-28 01:19:00,0.23898347521281949,0.24116752877566228,0.2514034871451365,0.356048633550176,0.0003296609008623869,37230.8
2023-11-28 01:20:00,0.24576637683798808,0.2375364144736345,0.2494846192074398,0.3987417863971111,0.0007556610604242842,37224.48
2023-11-28 01:21:00,0.2455842855191861,0.2381012884944802,0.24756652656992628,0.3671992652441596,0.014672168039751987,37205.22
2023-11-28 01:22:00,0.23588033565500055,0.23607907011632534,0.24459014919101563,0.28403002386295095,0.00209387357579717,37191.7
2023-11-28 01:23:00,0.2234450160088599,0.23283066179048362,0.23943362771481347,0.23609016451615703,0.1129035899921574,37190.97
